PLAYER NAME,BASELINE STROKES,ADJUSTED STROKES
"Aberg, Ludvig",68.22,68.245
"An, Byeong Hun",69.23,69.268
"Berger, Daniel",68.12,68.151
"Bezuidenhout, Christiaan",68.9,68.729
"Bhatia, Akshay",68.59,68.492
"Bradley, Keegan",67.92,67.872
"Bridgeman, Jacob",69.13,69.075
"Burns, Sam",68.34,68.357
"Campbell, Brian",69.72,70.024
"Cantlay, Patrick",67.9,67.818
"Cauley, Bud",68.76,68.851
"Clanton, Luke",69.08,69.296
"Clark, Wyndham",69.18,69.343
"Cole, Eric",69.4,69.395
"Davis, Cam",69.68,69.607
"Day, Jason",68.52,68.331
"Detry, Thomas",68.96,68.853
"Dunlap, Nick",70.96,71.581
"Eckroat, Austin",69.27,69.383
"English, Harris",68.42,68.462
"Finau, Tony",68.57,68.617
"Fitzpatrick, Matt",68.74,68.764
"Fleetwood, Tommy",67.88,67.833
"Fowler, Rickie",68.94,68.815
"Fox, Ryan",68.94,69.138
"Gerard, Ryan",68.64,68.584
"Glover, Lucas",68.84,68.749
"Greyserman, Max",68.88,68.891
"Griffin, Ben",68.13,68.117
"Hadwin, Adam",69.75,69.129
"Hall, Harry",68.87,68.818
"Harman, Brian",68.61,68.527
"Henley, Russell",67.96,67.895
"Highsmith, Joe",69.67,69.366
"Hoge, Tom",68.84,68.705
"Homa, Max",69.65,69.64
"Hovland, Viktor",68.18,68.064
"Hughes, Mackenzie",68.81,68.937
"Im, Sungjae",68.48,68.471
"Jaeger, Stephan",69.2,69.245
"Kim, Michael",68.88,68.79
"Kim, Si Woo",68.15,68.096
"Kim, Tom",68.92,68.732
"Lee, Min Woo",68.98,69.057
"Lowry, Shane",68.19,68.247
"MacIntyre, Robert",68.12,68.188
"Matsuyama, Hideki",68.45,68.379
"McCarthy, Denny",68.8,68.759
"McIlroy, Rory",67.88,68.046
"McNealy, Maverick",68.28,68.418
"Morikawa, Collin",67.52,67.701
"Noren, Alex",68.98,69.046
"Novak, Andrew",68.65,68.853
"Pavon, Matthieu",69.89,69.963
"Pendrith, Taylor",68.53,68.559
"Poston, J.T.",68.48,68.489
"Rai, Aaron",68.02,67.933
"Schauffele, Xander",67.86,67.853
"Scheffler, Scottie",66.44,65.983
"Schmid, Matti",69.36,69.511
"Scott, Adam",68.57,68.458
"Spaun, J.J.",68.13,68.211
"Spieth, Jordan",68.33,68.415
"Stevens, Sam",68.77,68.765
"Straka, Sepp",67.9,67.844
"Taylor, Nick",68.58,68.451
"Thomas, Justin",68.17,68.341
"Thompson, Davis",68.69,68.679
"Vegas, Jhonattan",69.16,69.675
"Woodland, Gary",69.32,69.293
"Young, Cameron",68.78,68.772
"Yu, Kevin",68.86,68.904
