player,hole,par,p_eagle_or_better,p_birdie,p_par,p_bogey,p_double_or_worse
"Ahlawat, Veer",1,4,0.006021943558281617,0.17081491692081358,0.5672130397359391,0.24338029123930593,0.01256980854565981
"Ahlawat, Veer",2,4,0.014114967647819776,0.17820586470303468,0.4832413505737419,0.2869018969813929,0.037535920094010744
"Ahlawat, Veer",3,5,0.033191075411452775,0.2201769579741834,0.4408973650540148,0.25924458798321337,0.04649001357713567
"Ahlawat, Veer",4,3,0.019415566610203328,0.17910310810814434,0.44658084298559514,0.29911494134938643,0.055785540946670764
"Ahlawat, Veer",5,4,0.013274310052933613,0.2699325382334337,0.5748003064005944,0.1386906322548067,0.003302213058231529
"Ahlawat, Veer",6,4,0.0068342116308208745,0.21935007674075824,0.6060211520164457,0.16408372253051162,0.0037108370814635805
"Ahlawat, Veer",7,3,0.004995804199564968,0.12704992185919112,0.5019947334734055,0.33018058798309835,0.035778952484740056
"Ahlawat, Veer",8,5,0.03441273140395129,0.2223778065946206,0.43924086461682477,0.2574229879266592,0.04654560945794417
"Ahlawat, Veer",9,4,0.010496968457451628,0.1480177520915304,0.46203755544678055,0.32623216023021706,0.05321556377402037
"Ahlawat, Veer",10,4,0.00789549599289624,0.12902056068425516,0.4521528053844173,0.34970731296418955,0.061223824974241725
"Ahlawat, Veer",11,3,0.027980278243292356,0.34647138452275633,0.5237144593033471,0.09973183488776338,0.0021020430428407844
"Ahlawat, Veer",12,4,0.008758274514485909,0.15345020967816186,0.4949934489457043,0.30647910018827496,0.03631896667337298
"Ahlawat, Veer",13,3,0.0036409445337537427,0.17909279334603778,0.6261194790828175,0.1871501286155537,0.003996654421837276
"Ahlawat, Veer",14,4,0.005746039859625962,0.11223036353399463,0.444417588190787,0.37070120201420853,0.06690480640138385
"Ahlawat, Veer",15,5,0.030685422942676732,0.3119483818559242,0.5128491638150261,0.13874480559770286,0.005772225788670093
"Ahlawat, Veer",16,4,0.008042262824259183,0.2084974417459512,0.5827609545791197,0.19379466545161328,0.006904675399056592
"Ahlawat, Veer",17,3,0.005466245784016721,0.16801326552129653,0.5731244415541785,0.24173711424189104,0.011658932898617191
"Ahlawat, Veer",18,5,0.06687301729587719,0.32714256628644967,0.4378982692287024,0.15391009619098217,0.014176050997988576
"Aiken, Thomas",1,4,0.006496911124553473,0.17741164732304865,0.568724522757966,0.23564636435493025,0.011720554439501596
"Aiken, Thomas",2,4,0.014944575159495377,0.18359317508579343,0.4850818574514176,0.2806505483655035,0.03572984393779011
"Aiken, Thomas",3,5,0.03469193546594884,0.22509379997758117,0.44142981767905365,0.25420070568677533,0.04458374119064101
"Aiken, Thomas",4,3,0.020415202929276177,0.18392999879111843,0.44843863659120964,0.2937237533264697,0.053492408361926036
"Aiken, Thomas",5,4,0.01425739154546729,0.2784885507546908,0.5714505879965646,0.13276979643689446,0.0030336732663829302
"Aiken, Thomas",6,4,0.007410642408887225,0.22763593297203044,0.6043697185720247,0.157183374793755,0.0034003312533026353
"Aiken, Thomas",7,3,0.0053659304709824385,0.13205853758260894,0.505908759662965,0.322796543586542,0.033870228696901594
"Aiken, Thomas",8,5,0.03595110300320453,0.22727049724232357,0.4397087064289342,0.2524232083400504,0.04464648498548729
"Aiken, Thomas",9,4,0.011131055916497712,0.15281876679056172,0.4650325341434333,0.32016811484107377,0.05084952830843348
"Aiken, Thomas",10,4,0.008394861256460773,0.1334988747300127,0.4558768481574149,0.3436733905572025,0.05855602529890913
"Aiken, Thomas",11,3,0.029762790361010594,0.35498514430094935,0.5181466298336002,0.09517603459561119,0.001929400908828649
"Aiken, Thomas",12,4,0.009335192084295507,0.15874304045087112,0.49776839317702426,0.2996773169951128,0.034476057292696316
"Aiken, Thomas",13,3,0.003983881933125044,0.1868687528837712,0.6261272837003982,0.1793673543985318,0.003652727084173746
"Aiken, Thomas",14,4,0.0061303433001745344,0.11641712770388751,0.4488209545869474,0.3646350903782061,0.0639964840307845
"Aiken, Thomas",15,5,0.03245335154965162,0.3193814495484552,0.509239133332152,0.13355050184249284,0.005375563727248345
"Aiken, Thomas",16,4,0.008670425553715444,0.21605195274697397,0.5822293154788681,0.18665713852500665,0.0063911676954357954
"Aiken, Thomas",17,3,0.0059082835643934906,0.17465243690661025,0.5746925941576679,0.23389329655036883,0.010853388820959431
"Aiken, Thomas",18,5,0.06962744735644516,0.3324600594626969,0.4350291256626386,0.14944489287110652,0.013438474647112786
"Akesson, Bjorn",1,4,0.005298448715101822,0.16013999139152002,0.5639682748893906,0.2564895373949836,0.014103747609003903
"Akesson, Bjorn",2,4,0.012820397144986895,0.16940709300485407,0.47972274701890083,0.29733856771368183,0.04071119511757637
"Akesson, Bjorn",3,5,0.030808735421240907,0.21205119912520543,0.439665812738441,0.26766226023354367,0.04981199248156898
"Akesson, Bjorn",4,3,0.017841931485511442,0.17119145410159137,0.44312816208185024,0.30805943845172656,0.059779013879320386
"Akesson, Bjorn",5,4,0.011765782053676621,0.25588205797884744,0.5796251415818879,0.1489294539159658,0.0037975644696222055
"Akesson, Bjorn",6,4,0.005961151930846786,0.2058807831670149,0.6078896791607089,0.17598319188888645,0.004285193852543001
"Akesson, Bjorn",7,3,0.004429243062685051,0.11897808232117463,0.49497147346584325,0.3424657996697864,0.039155401480510665
"Akesson, Bjorn",8,5,0.03196923140234903,0.21428746962798317,0.4381208046112412,0.26576811863022953,0.049854375728197065
"Akesson, Bjorn",9,4,0.009509976220491045,0.14021186159881976,0.4566539506111298,0.3362722164249421,0.05735199514461731
"Akesson, Bjorn",10,4,0.007121125218912394,0.12176672513867559,0.4455823128684293,0.3596497666900643,0.06588007008391839
"Akesson, Bjorn",11,3,0.025207360420879177,0.3322843851453403,0.5324250167245623,0.10766209487264189,0.002421142836576351
"Akesson, Bjorn",12,4,0.007866033282388829,0.14485981848492457,0.4898856091315305,0.31781942102016536,0.03956911808099073
"Akesson, Bjorn",13,3,0.003127875085195242,0.16656191790442976,0.625136485207151,0.20053904193861727,0.004634679864606639
"Akesson, Bjorn",14,4,0.005152878638959413,0.10547559186731709,0.4367388079621744,0.3806548644343445,0.07197785709720461
"Akesson, Bjorn",15,5,0.02791646213752491,0.299590066326837,0.5183254408894467,0.1476767675511177,0.0064912630950737515
"Akesson, Bjorn",16,4,0.007083938541291412,0.196208155600548,0.5828595424163048,0.20600660028971451,0.007841763152141246
"Akesson, Bjorn",17,3,0.004794536494345636,0.15728168870016934,0.5697628298126036,0.2550439277660699,0.013117017226811578
"Akesson, Bjorn",18,5,0.06247059209681788,0.3181939979248258,0.4423430930579202,0.1615094207866824,0.015482896133753754
"Amat, Bastien",1,4,0.004980483111804657,0.15517657386183886,0.5620988340804498,0.2628511280814938,0.01489298086441293
"Amat, Bastien",2,4,0.012238242220521944,0.16527958073881432,0.47784296970573126,0.3023335496286974,0.04230565770623507
"Amat, Bastien",3,5,0.02972003315227628,0.2081971686728873,0.4389253380195111,0.2716905047324466,0.05146695542287871
"Amat, Bastien",4,3,0.017128377246675763,0.16746738473415024,0.4413213456380964,0.3123156966618902,0.06176719571918743
"Amat, Bastien",5,4,0.011098265624464476,0.2492610843078562,0.5815924583472595,0.15399086773140536,0.004057323989014483
"Amat, Bastien",6,4,0.005579574767013096,0.19959311900667648,0.6083904171317873,0.18184977481751885,0.004587114277004201
"Amat, Bastien",7,3,0.004179060467572715,0.11523852295417553,0.4913972621113132,0.34832496966496396,0.04086018480197462
"Amat, Bastien",8,5,0.03085188381701459,0.21044826590867338,0.43743526860970067,0.26976216162774835,0.051502420036863006
"Amat, Bastien",9,4,0.009067167839106827,0.1365651978769462,0.4539094535240589,0.34103969645011634,0.0594184843097717
"Amat, Bastien",10,4,0.006774934889205109,0.11838976500175002,0.44228340534904875,0.36434921408097887,0.06820268067901725
"Amat, Bastien",11,3,0.023964428120478443,0.32550927864727575,0.5363310375533146,0.11160646111812877,0.002588794560802521
"Amat, Bastien",12,4,0.007468178578261431,0.1408536051731415,0.4872331069823136,0.32323938782802064,0.04120572143826284
"Amat, Bastien",13,3,0.002906236439961185,0.16075958055900463,0.6242386784620606,0.20712458443929938,0.004970920099674259
"Amat, Bastien",14,4,0.0048888671711172504,0.102342544894305,0.4329211886977205,0.3853404506365128,0.07450694860034446
"Amat, Bastien",15,5,0.02666719595776207,0.29369903592475294,0.5207009690491076,0.152070315754411,0.006862483313966439
"Amat, Bastien",16,4,0.006662180826099151,0.19046674477095848,0.5825584261051282,0.21198424004013683,0.008328408257677333
"Amat, Bastien",17,3,0.004500008282680101,0.1522972312801228,0.5678277939246882,0.261506312958514,0.013868653553994914
"Amat, Bastien",18,5,0.060445869625272874,0.31388002598879916,0.4443172469595247,0.1652129914513275,0.016143865975075777
"Armitage, Marcus",1,4,0.0077006393591045885,0.19291222830589783,0.5709291316647486,0.21848344102699413,0.009974559643254888
"Armitage, Marcus",2,4,0.016985822531454253,0.196115168357554,0.4884937861827833,0.26651369337916897,0.03189152954903951
"Armitage, Marcus",3,5,0.038308344457955945,0.2363589515171104,0.44206058596172615,0.24278440680193103,0.04048771126127648
"Armitage, Marcus",4,3,0.02284861230251284,0.19510247242576406,0.45204994470042353,0.2814374132956434,0.04856155727565614
"Armitage, Marcus",5,4,0.01672563718565412,0.2982217978353139,0.5626124738235234,0.11994467600242231,0.0024954151530862667
"Armitage, Marcus",6,4,0.00888148724931842,0.24698778147111106,0.5991614048734265,0.14218919305969324,0.002780133346450775
"Armitage, Marcus",7,3,0.006298500971353926,0.1438919334069485,0.5139281031413805,0.3060364585293365,0.029845003950980553
"Armitage, Marcus",8,5,0.039654891911379164,0.23847266636539266,0.44019953032006653,0.24110827058571338,0.04056464081744826
"Armitage, Marcus",9,4,0.012696164345710581,0.16404166889462962,0.4711572486426979,0.3063182719279608,0.04578664618900108
"Armitage, Marcus",10,4,0.00963320503939652,0.14401647646150362,0.4636992212606687,0.3298150548581902,0.05283604238024098
"Armitage, Marcus",11,3,0.03416297119833922,0.3742636404013326,0.5046050528417234,0.08538418911428636,0.0015841464443184794
"Armitage, Marcus",12,4,0.010770422868124352,0.17114021441130567,0.5032405715918274,0.28427403952415664,0.030574751604585892
"Armitage, Marcus",13,3,0.004872393877645043,0.20522538805599766,0.6245242012994225,0.16240974921306428,0.002968267553870474
"Armitage, Marcus",14,4,0.007088891782504825,0.12629818846477436,0.4582208710560355,0.35063541577321555,0.057756632923469775
"Armitage, Marcus",15,5,0.03678209202967775,0.3362679734725186,0.5001694358908242,0.12221714713308252,0.0045633514738969705
"Armitage, Marcus",16,4,0.010259172726994448,0.23368450384514328,0.579711776942291,0.1709960546520255,0.005348491833545799
"Armitage, Marcus",17,3,0.00703189644412705,0.19027370520853687,0.576987587146532,0.21650524244567715,0.009201568755126899
"Armitage, Marcus",18,5,0.07620713070293755,0.34436432999107636,0.4279686311367796,0.13957458306517245,0.011885325104034061
"Ayora, Angel",1,4,0.008062154747292882,0.1972712379719327,0.5712329377207768,0.21389501368559716,0.009538655874400503
"Ayora, Angel",2,4,0.017583719687748522,0.19960447249918023,0.48923855733102806,0.2626696408756821,0.03090360960636107
"Ayora, Angel",3,5,0.039348808395817336,0.2394587947326895,0.44209282867193567,0.23967681855583145,0.03942274964372605
"Ayora, Angel",4,3,0.023554908381248685,0.1982047319544925,0.45288812071943246,0.27807345128166916,0.047278787663157185
"Ayora, Angel",5,4,0.017460921705722332,0.30367899552048305,0.5599069694322498,0.11658898124307382,0.0023641320984709724
"Ayora, Angel",6,4,0.009325702147130022,0.25239919501581387,0.5973902924843976,0.1382554398796627,0.002629370472995829
"Ayora, Angel",7,3,0.006577239487921049,0.14723654387314022,0.5159039774790866,0.3014658431129932,0.028816396046858928
"Ayora, Angel",8,5,0.04071975206620704,0.24155332168549348,0.4401952371673258,0.2380286034919562,0.039503085589017495
"Ayora, Angel",9,4,0.013155859864622865,0.16718490582401302,0.4726639369501877,0.30251984807148646,0.04447544928968994
"Ayora, Angel",10,4,0.00999838583437307,0.14697432085275192,0.4656790488565658,0.32599620836769694,0.051352036088612274
"Ayora, Angel",11,3,0.03545491180466476,0.3795076558860935,0.5006977003069939,0.08283962640933484,0.0015001055929130258
"Ayora, Angel",12,4,0.011194785137121466,0.1746179313498119,0.5045319398893457,0.2800810889460702,0.029574254677650735
"Ayora, Angel",13,3,0.005144218731289674,0.2104068338599498,0.6236957601832032,0.15795072756234996,0.0028024596632074683
"Ayora, Angel",14,4,0.007372967009160791,0.12908891877737572,0.46063928741205806,0.34676199548299136,0.05613683131841407
