PLAYER NAME,BASELINE STROKES,ADJUSTED STROKES
"Aberg, Ludvig",71.54,71.324
"An, Byeong Hun",72.52,72.368
"Bairstow, Sam",73.09,73.14
"Ballester, Jose Luis",74.03,74.03
"Barbaree, Philip",75.11,75.11
"Bauchou, Zach",73.91,73.91
"Beck, Evan",75.38,75.38
"Berger, Daniel",71.83,71.828
"Bezuidenhout, Christiaan",72.65,72.696
"Bhatia, Akshay",72.14,71.962
"Blair, Zac",73.64,73.64
"Blanchet, Chandler",73.9,73.9
"Bland, Richard",72.97,73.09
"Bradley, Keegan",71.7,71.674
"Bridgeman, Jacob",72.62,72.738
"Buchanan, Jackson",74.66,74.66
"Burns, Sam",71.74,71.789
"Calkins, Brady",75.5,75.5
"Campbell, Brian",73.28,73.28
"Canter, Laurie",72.96,73.03
"Cantlay, Patrick",71.5,71.588
"Cauley, Bud",72.34,72.098
"Chandler, Will",74.26,74.26
"Clark, Wyndham",72.58,72.431
"Cole, Eric",72.65,72.533
"Cone, Trevor",73.91,73.91
"Conners, Corey",71.49,71.557
"Davis, Cam",73.09,73.112
"Day, Jason",72.33,72.375
"DeChambeau, Bryson",70.26,70.403
"Detry, Thomas",72.5,72.465
"Diaz, Roberto",74.31,74.31
"Docherty, Alistair",73.53,73.53
"Duangmanee, George",75.8,75.8
"Dunlap, Nick",74.34,74.594
"Echavarria, Nico",72.99,73.071
"English, Harris",71.9,71.871
"Finau, Tony",72.02,71.984
"Fitzpatrick, Matt",72.18,72.127
"Fleetwood, Tommy",71.28,71.214
"Fox, Ryan",72.25,72.299
"Gerard, Ryan",72.28,72.331
"Ghim, Doug",72.67,72.685
"Glover, Lucas",72.81,73.002
"Gonzalez, Emilio",73.53,73.53
"Gotterup, Chris",72.48,72.447
"Greyserman, Max",72.44,72.331
"Griffin, Ben",71.74,71.74
"Griffin, Lanto",73.4,73.4
"Grillo, Emiliano",72.57,72.537
"Gutschewski, Trevor",78.3,78.3
"Haefner, Grant",77.2,77.2
"Hahn, James",74.5,74.5
"Harman, Brian",72.67,72.703
"Harris, Frankie",74.96,74.96
"Hastings, Justin",74.66,74.66
"Hatton, Tyrrell",71.79,71.842
"Henley, Russell",71.8,71.832
"Herrera, Joey",77.7,77.7
"Hicks, Justin",76.8,76.8
"Highsmith, Joe",73.1,73.05
"Hoge, Tom",72.64,72.736
"Hojgaard, Rasmus",72.38,72.175
"Hovland, Viktor",71.88,71.744
"Howell, Mason",75.8,75.8
"Hubbard, Mark",72.63,72.773
"Hughes, Mackenzie",72.42,72.458
"Im, Sungjae",72.15,72.201
"Jaeger, Stephan",72.66,72.788
"James, Ben",73.55,73.302
"Johnson, Chase",75.5,75.5
"Johnson, Dustin",72.73,72.526
"Jordan, Matthew",73.08,73.08
"Kanaya, Takumi",73.11,73.186
"Kawamoto, Riki",74.01,74.01
"Keefer, Johnny",72.7,72.62
"Kent, Noah",75.8,75.8
"Kim, Michael",72.44,72.463
"Kim, Si Woo",71.99,71.946
"Kim, Tom",72.71,72.804
"Kirk, Chris",72.88,73.014
"Kneiser, George",76.5,76.5
"Koepka, Brooks",72.26,72.302
"Koivun, Jackson",72.83,72.776
"Kozuma, Jinichiro",73.45,73.45
"Kruyswijk, Jacques",73.42,73.42
"La Sasso, Michael",73.5,73.5
"Lacroix, Frederic",73.27,73.27
"Lagergren, Joakim",73.93,73.93
"Lawrence, Thriston",73.47,73.47
"Lee, Bryan",75.31,75.31
"Lee, Min Woo",72.14,72.248
"Leishman, Marc",72.7,72.886
"Lewis, Riley",74.93,74.93
"Lower, Justin",73.15,73.09
"Lowry, Shane",71.46,71.63
"MacIntyre, Robert",71.8,71.777
"Matsuyama, Hideki",71.8,71.76
"McCarthy, Denny",72.24,72.16
"McCarty, Matt",72.42,72.409
"McCormick, Ryan",74.08,74.08
"McIlroy, Rory",71.18,71.126
"McNealy, Maverick",71.96,71.824
"Mickelson, Phil",73.52,73.347
"Migliozzi, Guido",73.37,73.294
"Moldovan, Maxwell",75.0,75.0
"Molinari, Edoardo",73.46,73.46
"Morikawa, Collin",71.24,70.925
"Neergaard-Petersen, Rasmus",72.41,72.382
"Nicholas, James",74.65,74.65
"Niemann, Joaquin",71.17,70.889
"Norgaard, Niklas",72.83,72.883
"Novak, Andrew",72.22,72.213
"Olesen, Thorbjorn",72.26,72.08
"Ortiz, Alvaro",73.67,73.67
"Ortiz, Carlos",72.12,72.081
"Ott, Harrison",76.0,76.0
"Pavan, Andrea",73.56,73.56
"Pavon, Matthieu",73.49,73.49
"Pendrith, Taylor",71.89,71.671
"Perez, Victor",72.66,72.749
"Phillips, Trent",73.87,73.87
"Pollo, Zachery",75.1,75.1
"Poston, J.T.",72.29,72.472
"Rahm, Jon",70.71,70.961
"Rai, Aaron",72.05,72.265
"Reed, Patrick",72.15,72.348
"Riley, Davis",72.83,72.905
"Rose, Justin",72.93,72.818
"Schauffele, Xander",71.37,71.385
"Scheffler, Scottie",69.69,69.404
"Schenk, Adam",73.71,73.71
"Scott, Adam",72.28,72.119
"Simpson, Lance",74.65,74.65
"Smith, Cameron",72.5,72.487
"Smith, Jordan",72.52,72.431
"Spaun, J.J.",72.01,71.901
"Spieth, Jordan",71.75,71.779
"Stevens, Sam",72.5,72.26
"Straka, Sepp",71.6,71.75
"Sugiura, Yuta",74.19,74.19
"Summerhays, Preston",74.25,74.25
"Tankersley, Cameron",75.18,75.18
"Taylor, Nick",72.24,72.371
"Thomas, Justin",71.48,71.782
"Thompson, Davis",72.28,72.172
"Truslow, Austen",75.14,75.14
"Van Rooyen, Erik",72.74,72.791
"Vegas, Jhonattan",72.88,73.048
"Velo, Kevin",73.9,73.9
"Vincent, Scott",73.39,73.39
"Vogt, Matt",77.6,77.6
"Wallace, Matt",72.41,72.304
"Weaver, Tyler",74.79,74.79
"Woodland, Gary",72.76,73.177
"Young, Cameron",72.24,72.269
