tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2021,TPC Deere Run,1,1,4,403,3.86,-0.14,0,37,103,12,2
2021,TPC Deere Run,1,2,5,559,4.49,-0.51,6,79,57,12,0
2021,TPC Deere Run,1,3,3,198,3.2,0.2,0,18,88,47,1
2021,TPC Deere Run,1,4,4,440,3.7199999999999998,-0.28,0,50,97,7,0
2021,TPC Deere Run,1,5,4,440,4.13,0.13,0,20,100,28,6
2021,TPC Deere Run,1,6,4,366,4.01,0.01,0,24,106,22,2
2021,TPC Deere Run,1,7,3,213,2.9,-0.1,0,30,110,14,0
2021,TPC Deere Run,1,8,4,432,4.08,0.08,0,22,101,28,3
2021,TPC Deere Run,1,9,4,508,4.24,0.24,0,10,102,37,5
2021,TPC Deere Run,1,10,5,597,4.92,-0.08,0,30,108,15,1
2021,TPC Deere Run,1,11,4,430,4.09,0.09,0,22,100,29,3
2021,TPC Deere Run,1,12,3,204,3.06,0.06,0,21,108,20,5
2021,TPC Deere Run,1,13,4,410,3.9,-0.1,1,30,106,17,0
2021,TPC Deere Run,1,14,4,309,3.49,-0.51,4,79,63,8,0
2021,TPC Deere Run,1,15,4,482,4.03,0.03,0,25,104,21,4
2021,TPC Deere Run,1,16,3,166,2.98,-0.02,0,26,106,21,1
2021,TPC Deere Run,1,17,5,565,4.75,-0.25,0,53,86,15,0
2021,TPC Deere Run,1,18,4,467,4.02,0.02,0,23,106,24,1
2021,TPC Deere Run,2,1,4,374,3.75,-0.25,0,45,97,8,0
2021,TPC Deere Run,2,2,5,551,4.5,-0.5,4,75,63,8,0
2021,TPC Deere Run,2,3,3,187,3.01,0.01,0,19,111,19,1
2021,TPC Deere Run,2,4,4,457,4.07,0.07,0,22,104,19,5
2021,TPC Deere Run,2,5,4,426,3.94,-0.06,0,32,98,17,3
2021,TPC Deere Run,2,6,4,374,3.95,-0.05,0,32,95,21,2
2021,TPC Deere Run,2,7,3,225,3.13,0.13,0,11,109,29,1
2021,TPC Deere Run,2,8,4,430,3.96,-0.04,0,26,104,20,0
2021,TPC Deere Run,2,9,4,487,4.17,0.17,0,15,95,40,0
2021,TPC Deere Run,2,10,5,592,4.61,-0.39,5,59,77,7,2
2021,TPC Deere Run,2,11,4,415,4.09,0.09,0,20,101,24,5
2021,TPC Deere Run,2,12,3,221,3.13,0.13,0,14,105,29,2
2021,TPC Deere Run,2,13,4,403,3.64,-0.36,0,62,80,8,0
2021,TPC Deere Run,2,14,4,318,3.5,-0.5,5,74,64,5,2
2021,TPC Deere Run,2,15,4,471,4.06,0.06,0,17,108,24,1
2021,TPC Deere Run,2,16,3,136,2.81,-0.19,1,38,100,11,0
2021,TPC Deere Run,2,17,5,537,4.53,-0.47,10,71,54,11,4
2021,TPC Deere Run,2,18,4,465,4.13,0.13,0,23,90,31,6
2021,TPC Deere Run,3,1,4,394,3.78,-0.22,0,18,52,2,0
2021,TPC Deere Run,3,2,5,568,4.4399999999999995,-0.56,5,36,26,4,1
2021,TPC Deere Run,3,3,3,132,2.82,-0.18,1,15,53,2,1
2021,TPC Deere Run,3,4,4,453,4.03,0.03,0,12,48,11,1
2021,TPC Deere Run,3,5,4,430,4,0,0,10,52,10,0
2021,TPC Deere Run,3,6,4,349,3.75,-0.25,0,23,44,5,0
2021,TPC Deere Run,3,7,3,230,3.1,0.1,0,5,55,12,0
2021,TPC Deere Run,3,8,4,418,4.1,0.1,0,12,43,15,2
