player_name,sample_size,DG_odds,bet365_odds,bet365_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,betcris_odds,betcris_ev,caesars_odds,caesars_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,betonline_odds,betonline_ev,unibet_odds,unibet_ev,betmgm_odds,betmgm_ev,betfair_odds,betfair_ev,pinnacle_odds,pinnacle_ev
"Rahm, Jon",150,+150,+135,-0.058,,0.00,+100,-0.199,,0.00,+125,-0.098,+125,-0.098,+110,-0.158,+135,-0.058,,0.00,+110,-0.158,,0.00,,0.00
"DeChambeau, Bryson",150,+158,+125,-0.128,,0.00,+110,-0.186,,0.00,+110,-0.186,+110,-0.186,+100,-0.225,+135,-0.089,,0.00,+110,-0.186,,0.00,,0.00
"Hatton, Tyrrell",150,+273,+165,-0.290,,0.00,+150,-0.330,,0.00,+150,-0.330,+150,-0.330,+130,-0.384,+200,-0.196,,0.00,+150,-0.330,,0.00,,0.00
"Niemann, Joaquin",150,+279,+165,-0.300,,0.00,+160,-0.313,,0.00,+150,-0.340,+150,-0.340,+140,-0.366,+200,-0.208,,0.00,+150,-0.340,,0.00,,0.00
"Reed, Patrick",150,+358,+310,-0.104,,0.00,+275,-0.180,,0.00,+325,-0.071,+300,-0.126,+260,-0.213,+300,-0.126,,0.00,+275,-0.180,,0.00,,0.00
"Munoz, Sebastian",150,+401,+480,0.157,,0.00,+350,-0.102,,0.00,+400,-0.002,+450,0.097,+425,0.047,+350,-0.102,,0.00,+350,-0.102,,0.00,,0.00
"Ortiz, Carlos",150,+449,+360,-0.162,,0.00,+350,-0.180,,0.00,+350,-0.180,+333,-0.211,+340,-0.198,+350,-0.180,,0.00,+350,-0.180,,0.00,,0.00
"Puig, David",150,+505,+360,-0.239,,0.00,+330,-0.289,,0.00,+350,-0.256,+350,-0.256,+310,-0.322,+350,-0.256,,0.00,+333,-0.284,,0.00,,0.00
"Oosthuizen, Louis",150,+599,+370,-0.328,,0.00,+500,-0.142,,0.00,+350,-0.356,+350,-0.356,+375,-0.321,+400,-0.285,,0.00,+400,-0.285,,0.00,,0.00
"Casey, Paul",150,+618,+550,-0.094,,0.00,+425,-0.268,,0.00,+450,-0.233,+500,-0.164,+450,-0.233,+550,-0.094,,0.00,+450,-0.233,,0.00,,0.00
