name_p1,name_p2,ties,market,betcris_p1,betcris_p2,betcris_tie,pinnacle_p1,pinnacle_p2,pinnacle_tie,draftkings_p1,draftkings_p2,draftkings_tie,bet365_p1,bet365_p2,bet365_tie,fanduel_p1,fanduel_p2,fanduel_tie,betmgm_p1,betmgm_p2,betmgm_tie,pointsbet_p1,pointsbet_p2,pointsbet_tie,bovada_p1,bovada_p2,bovada_tie,betonline_p1,betonline_p2,betonline_tie,caesars_p1,caesars_p2,caesars_tie,unibet_p1,unibet_p2,unibet_tie,datagolf_p1,datagolf_p2,datagolf_tie
"Reitan, Kristoffer","Penge, Marco",void,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-114,-114,null,-103,+103,null
"Molinari, Edoardo","Saddier, Adrien",void,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-103,-125,null,+105,-105,null
"Campillo, Jorge","Mansell, Richard",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-111,+100,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+108,+111,+2203
"Campillo, Jorge","Mansell, Richard",void,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-120,-110,null,-101,+101,null
"Siem, Marcel","Zanotti, Fabrizio",void,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+100,-129,null,+109,-109,null
"Soderberg, Sebastian","Clements, Todd",void,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-129,+100,null,-110,+110,null
"Norris, Shaun","Catlin, John",void,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-114,-114,null,+100,-100,null
"Schneider, Marcel","Stone, Brandon",void,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-103,-125,null,+105,-105,null
"Parry, John","Chacarra, Eugenio",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+100,-111,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+107,+110,+2373
"Nakajima, Keita","Ayora, Angel",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-111,+100,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-102,+122,+2245
"Sullivan, Andy","Von Dellingshausen, Nicolai",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-105,-105,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+123,-104,+2293
"Stone, Brandon","Lacroix, Frederic",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-105,-105,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,+120,-101,+2241
"Crocker, Sean","Olesen, Jacob Skov",separate bet offered,72-hole match,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-111,+100,+1600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-103,+122,+2286
