tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2024,TPC Deere Run,1,1,4,415,3.91,-0.09,0,38,96,20,2
2024,TPC Deere Run,1,2,5,554,4.37,-0.63,12,87,45,12,0
2024,TPC Deere Run,1,3,3,191,2.88,-0.12,0,34,106,16,0
2024,TPC Deere Run,1,4,4,420,3.7199999999999998,-0.28,0,49,101,6,0
2024,TPC Deere Run,1,5,4,437,3.88,-0.12,0,29,117,9,1
2024,TPC Deere Run,1,6,4,371,3.8,-0.2,1,40,104,11,0
2024,TPC Deere Run,1,7,3,186,2.83,-0.17,0,38,106,12,0
2024,TPC Deere Run,1,8,4,436,3.87,-0.13,0,33,111,12,0
2024,TPC Deere Run,1,9,4,509,4.3,0.3,0,13,89,49,5
2024,TPC Deere Run,1,10,5,603,4.65,-0.35,0,62,87,7,0
2024,TPC Deere Run,1,11,4,413,3.97,-0.03,0,41,87,22,6
2024,TPC Deere Run,1,12,3,203,2.97,-0.03,0,23,115,18,0
2024,TPC Deere Run,1,13,4,431,3.8,-0.2,0,47,96,10,3
2024,TPC Deere Run,1,14,4,358,3.67,-0.33,0,60,87,9,0
2024,TPC Deere Run,1,15,4,471,4.01,0.01,0,27,102,25,2
2024,TPC Deere Run,1,16,3,166,3.03,0.03,0,20,113,21,2
2024,TPC Deere Run,1,17,5,541,4.41,-0.59,12,78,57,8,1
2024,TPC Deere Run,1,18,4,466,3.99,-0.01,1,29,103,16,7
2024,TPC Deere Run,2,1,4,421,3.87,-0.13,0,36,105,12,2
2024,TPC Deere Run,2,2,5,564,4.66,-0.34,3,64,73,14,1
2024,TPC Deere Run,2,3,3,131,2.9,-0.1,0,29,114,11,1
2024,TPC Deere Run,2,4,4,445,3.94,-0.06,0,32,100,23,0
2024,TPC Deere Run,2,5,4,420,3.97,-0.03,0,27,107,19,2
2024,TPC Deere Run,2,6,4,376,4.13,0.13,0,20,101,28,6
2024,TPC Deere Run,2,7,3,212,3.01,0.01,0,27,101,26,1
2024,TPC Deere Run,2,8,4,431,4.06,0.06,0,19,111,23,2
2024,TPC Deere Run,2,9,4,490,4.17,0.17,0,20,89,45,1
2024,TPC Deere Run,2,10,5,578,4.76,-0.24,0,51,91,12,1
2024,TPC Deere Run,2,11,4,428,3.92,-0.08,0,30,111,12,2
2024,TPC Deere Run,2,12,3,214,3.06,0.06,0,18,112,22,3
2024,TPC Deere Run,2,13,4,423,3.97,-0.03,0,29,102,24,0
2024,TPC Deere Run,2,14,4,348,3.63,-0.37,3,65,74,13,0
2024,TPC Deere Run,2,15,4,486,4.17,0.17,0,18,103,25,9
2024,TPC Deere Run,2,16,3,146,2.9,-0.1,0,37,99,16,3
2024,TPC Deere Run,2,17,5,559,4.66,-0.34,3,60,80,11,1
2024,TPC Deere Run,2,18,4,454,4.14,0.14,0,25,94,27,9
2024,TPC Deere Run,3,1,4,401,3.79,-0.21,0,24,45,8,0
2024,TPC Deere Run,3,2,5,572,4.25,-0.75,4,50,23,0,0
2024,TPC Deere Run,3,3,3,188,3.08,0.08,0,4,63,10,0
2024,TPC Deere Run,3,4,4,460,3.84,-0.16,0,20,51,4,2
2024,TPC Deere Run,3,5,4,427,4.04,0.04,0,14,48,13,2
2024,TPC Deere Run,3,6,4,351,3.79,-0.21,0,23,47,7,0
2024,TPC Deere Run,3,7,3,234,3.01,0.01,0,6,64,7,0
2024,TPC Deere Run,3,8,4,423,3.88,-0.12,0,16,54,7,0
2024,TPC Deere Run,3,9,4,507,4.16,0.16,0,8,51,16,2
2024,TPC Deere Run,3,10,5,602,4.69,-0.31,2,23,49,3,0
2024,TPC Deere Run,3,11,4,417,3.92,-0.08,0,19,48,7,3
2024,TPC Deere Run,3,12,3,191,2.91,-0.09,0,14,56,7,0
2024,TPC Deere Run,3,13,4,409,3.95,-0.05,0,11,60,5,1
2024,TPC Deere Run,3,14,4,343,3.73,-0.27,1,25,45,6,0
2024,TPC Deere Run,3,15,4,490,4.14,0.14,0,10,48,17,2
2024,TPC Deere Run,3,16,3,153,2.91,-0.09,0,15,55,6,1
2024,TPC Deere Run,3,17,5,561,4.58,-0.42,2,36,33,4,2
2024,TPC Deere Run,3,18,4,459,4.06,0.06,0,11,50,16,0
2024,TPC Deere Run,4,1,4,428,3.82,-0.18,0,18,55,4,0
2024,TPC Deere Run,4,2,5,554,4.49,-0.51,5,36,30,5,1
2024,TPC Deere Run,4,3,3,197,3.01,0.01,0,9,58,10,0
2024,TPC Deere Run,4,4,4,446,3.78,-0.22,0,27,42,6,2
2024,TPC Deere Run,4,5,4,434,3.77,-0.23,0,26,43,8,0
2024,TPC Deere Run,4,6,4,376,3.83,-0.17,1,15,57,4,0
2024,TPC Deere Run,4,7,3,229,2.87,-0.13,0,16,55,6,0
2024,TPC Deere Run,4,8,4,438,3.91,-0.09,0,17,50,10,0
2024,TPC Deere Run,4,9,4,513,4.17,0.17,0,5,54,18,0
2024,TPC Deere Run,4,10,5,579,4.7,-0.3,1,24,49,3,0
2024,TPC Deere Run,4,11,4,437,3.82,-0.18,0,22,48,6,1
2024,TPC Deere Run,4,12,3,224,3.14,0.14,0,9,50,16,2
2024,TPC Deere Run,4,13,4,425,3.71,-0.29,0,23,53,1,0
