tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2024,TPC River Highlands,1,1,4,428,4.09,0.09,0,7,51,11,1
2024,TPC River Highlands,1,2,4,348,4.01,0.01,0,16,39,13,2
2024,TPC River Highlands,1,3,4,415,3.79,-0.21,0,20,45,5,0
2024,TPC River Highlands,1,4,4,481,4.07,0.07,0,10,47,11,2
2024,TPC River Highlands,1,5,3,222,3.06,0.06,0,4,58,8,0
2024,TPC River Highlands,1,6,5,572,4.71,-0.29,2,22,40,6,0
2024,TPC River Highlands,1,7,4,456,3.97,-0.03,0,11,51,7,1
2024,TPC River Highlands,1,8,3,208,2.94,-0.06,0,13,49,7,1
2024,TPC River Highlands,1,9,4,382,4.06,0.06,0,7,56,4,3
2024,TPC River Highlands,1,10,4,451,3.89,-0.11,0,17,44,9,0
2024,TPC River Highlands,1,11,3,160,2.87,-0.13,0,16,47,7,0
2024,TPC River Highlands,1,12,4,389,4,0,0,16,43,8,3
2024,TPC River Highlands,1,13,5,536,4.51,-0.49,6,29,30,3,2
2024,TPC River Highlands,1,14,4,404,3.86,-0.14,1,17,44,7,1
2024,TPC River Highlands,1,15,4,276,3.77,-0.23,0,26,34,10,0
2024,TPC River Highlands,1,16,3,157,3.01,0.01,0,13,46,8,3
2024,TPC River Highlands,1,17,4,425,4.13,0.13,0,7,49,12,2
2024,TPC River Highlands,1,18,4,446,3.86,-0.14,0,14,52,4,0
2024,TPC River Highlands,2,1,4,446,3.81,-0.19,0,20,43,7,0
2024,TPC River Highlands,2,2,4,341,3.66,-0.34,0,29,37,3,1
2024,TPC River Highlands,2,3,4,430,3.77,-0.23,0,23,43,1,3
2024,TPC River Highlands,2,4,4,487,4.17,0.17,0,10,39,20,1
2024,TPC River Highlands,2,5,3,239,3.09,0.09,0,5,54,11,0
2024,TPC River Highlands,2,6,5,593,4.64,-0.36,3,25,37,4,1
2024,TPC River Highlands,2,7,4,440,4.06,0.06,0,8,50,12,0
2024,TPC River Highlands,2,8,3,185,2.81,-0.19,0,15,53,2,0
2024,TPC River Highlands,2,9,4,375,3.81,-0.19,0,19,45,6,0
2024,TPC River Highlands,2,10,4,454,4.04,0.04,0,11,47,10,2
2024,TPC River Highlands,2,11,3,157,2.97,-0.03,0,13,48,7,2
2024,TPC River Highlands,2,12,4,423,3.99,-0.01,0,12,47,11,0
2024,TPC River Highlands,2,13,5,507,4.51,-0.49,7,30,26,6,1
2024,TPC River Highlands,2,14,4,425,3.84,-0.16,0,16,50,3,1
2024,TPC River Highlands,2,15,4,297,3.93,-0.07,0,19,38,12,1
2024,TPC River Highlands,2,16,3,171,3.06,0.06,0,7,52,11,0
2024,TPC River Highlands,2,17,4,411,3.97,-0.03,0,17,39,13,1
2024,TPC River Highlands,2,18,4,436,3.83,-0.17,0,18,46,6,0
