tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2024,TPC River Highlands,3,1,4,444,3.84,-0.16,0,18,47,4,1
2024,TPC River Highlands,3,2,4,329,3.7,-0.3,0,25,41,4,0
2024,TPC River Highlands,3,3,4,433,3.87,-0.13,1,11,54,4,0
2024,TPC River Highlands,3,4,4,473,3.89,-0.11,0,17,44,9,0
2024,TPC River Highlands,3,5,3,231,2.91,-0.09,0,11,54,5,0
2024,TPC River Highlands,3,6,5,590,4.43,-0.57,3,39,24,3,1
2024,TPC River Highlands,3,7,4,438,3.8,-0.2,0,20,44,6,0
2024,TPC River Highlands,3,8,3,216,2.99,-0.01,0,7,57,6,0
2024,TPC River Highlands,3,9,4,365,3.79,-0.21,0,21,43,6,0
2024,TPC River Highlands,3,10,4,472,4.06,0.06,0,5,57,7,1
2024,TPC River Highlands,3,11,3,146,2.8,-0.2,0,20,44,6,0
2024,TPC River Highlands,3,12,4,416,3.89,-0.11,0,20,41,6,3
2024,TPC River Highlands,3,13,5,527,4.63,-0.37,2,36,20,10,2
2024,TPC River Highlands,3,14,4,412,3.87,-0.13,0,15,49,6,0
2024,TPC River Highlands,3,15,4,280,3.6,-0.4,2,33,26,9,0
2024,TPC River Highlands,3,16,3,175,3.03,0.03,0,7,54,9,0
2024,TPC River Highlands,3,17,4,425,3.93,-0.07,0,18,42,8,2
2024,TPC River Highlands,3,18,4,435,3.83,-0.17,0,24,34,12,0
2024,TPC River Highlands,4,1,4,421,3.86,-0.14,0,18,44,8,0
2024,TPC River Highlands,4,2,4,348,3.74,-0.26,0,25,39,5,1
2024,TPC River Highlands,4,3,4,417,3.89,-0.11,0,14,50,6,0
2024,TPC River Highlands,4,4,4,488,3.93,-0.07,0,13,50,6,1
2024,TPC River Highlands,4,5,3,225,2.91,-0.09,0,9,58,3,0
2024,TPC River Highlands,4,6,5,578,4.5,-0.5,1,37,29,2,1
2024,TPC River Highlands,4,7,4,454,3.97,-0.03,0,16,42,10,2
2024,TPC River Highlands,4,8,3,202,2.81,-0.19,0,15,53,2,0
2024,TPC River Highlands,4,9,4,368,3.96,-0.04,0,15,44,10,1
2024,TPC River Highlands,4,10,4,450,3.87,-0.13,0,19,42,8,1
2024,TPC River Highlands,4,11,3,158,2.9,-0.1,0,16,45,9,0
2024,TPC River Highlands,4,12,4,398,4.19,0.19,0,8,49,7,6
2024,TPC River Highlands,4,13,5,531,4.54,-0.46,3,35,23,9,0
2024,TPC River Highlands,4,14,4,405,3.76,-0.24,0,19,49,2,0
2024,TPC River Highlands,4,15,4,293,3.51,-0.49,3,32,31,4,0
2024,TPC River Highlands,4,16,3,158,3.07,0.07,0,14,42,10,4
2024,TPC River Highlands,4,17,4,409,3.9,-0.1,0,15,50,3,2
2024,TPC River Highlands,4,18,4,440,3.79,-0.21,0,19,47,4,0
