tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2022,golfclub münchen eichenried,1,1,4,451,4.21,0.21,0,19,92,40,5
2022,golfclub münchen eichenried,1,2,3,227,3.08,0.08,0,15,114,26,1
2022,golfclub münchen eichenried,1,3,4,482,4.29,0.29,0,10,97,43,6
2022,golfclub münchen eichenried,1,4,4,397,3.96,-0.04,0,21,124,8,3
2022,golfclub münchen eichenried,1,5,4,331,3.65,-0.35,2,58,90,5,1
2022,golfclub münchen eichenried,1,6,5,546,4.58,-0.42,7,67,71,8,3
2022,golfclub münchen eichenried,1,7,4,441,4.15,0.15,0,14,106,35,1
2022,golfclub münchen eichenried,1,8,3,202,3.2,0.2,0,15,96,44,1
2022,golfclub münchen eichenried,1,9,5,557,4.58,-0.42,2,74,70,8,2
2022,golfclub münchen eichenried,1,10,4,472,4.32,0.32,0,5,101,46,4
2022,golfclub münchen eichenried,1,11,5,555,4.45,-0.55,7,82,57,9,1
2022,golfclub münchen eichenried,1,12,3,153,2.94,-0.06,0,25,115,16,0
2022,golfclub münchen eichenried,1,13,4,424,3.85,-0.15,1,33,112,9,1
2022,golfclub münchen eichenried,1,14,4,490,4.09,0.09,0,18,111,23,4
2022,golfclub münchen eichenried,1,15,4,464,4.01,0.01,0,19,117,20,0
2022,golfclub münchen eichenried,1,16,4,319,4.08,0.08,0,39,88,10,19
2022,golfclub münchen eichenried,1,17,3,205,3.11,0.11,0,13,114,28,1
2022,golfclub münchen eichenried,1,18,5,568,4.6,-0.4,3,70,70,13,0
2022,golfclub münchen eichenried,2,1,4,451,4.23,0.23,0,9,103,35,4
2022,golfclub münchen eichenried,2,2,3,227,2.97,-0.03,0,24,108,19,0
2022,golfclub münchen eichenried,2,3,4,482,4.24,0.24,0,7,105,36,3
2022,golfclub münchen eichenried,2,4,4,397,3.97,-0.03,0,23,113,12,3
2022,golfclub münchen eichenried,2,5,4,331,3.7,-0.3,2,51,89,8,1
2022,golfclub münchen eichenried,2,6,5,546,4.48,-0.52,10,70,60,11,0
2022,golfclub münchen eichenried,2,7,4,441,4.15,0.15,0,16,100,32,3
2022,golfclub münchen eichenried,2,8,3,202,3.15,0.15,0,15,101,32,3
2022,golfclub münchen eichenried,2,9,5,557,4.52,-0.48,4,72,67,8,0
2022,golfclub münchen eichenried,2,10,4,472,4.2,0.2,0,11,105,32,4
2022,golfclub münchen eichenried,2,11,5,555,4.64,-0.36,4,72,53,21,2
2022,golfclub münchen eichenried,2,12,3,153,2.91,-0.09,0,30,108,12,2
2022,golfclub münchen eichenried,2,13,4,424,3.95,-0.05,0,24,113,14,1
2022,golfclub münchen eichenried,2,14,4,490,4.14,0.14,0,17,99,32,3
2022,golfclub münchen eichenried,2,15,4,464,4,0,1,25,98,27,0
2022,golfclub münchen eichenried,2,16,4,319,3.97,-0.03,1,45,79,12,14
2022,golfclub münchen eichenried,2,17,3,205,3.05,0.05,0,18,109,23,1
2022,golfclub münchen eichenried,2,18,5,568,4.73,-0.27,5,59,66,14,7
2022,golfclub münchen eichenried,3,1,4,451,3.99,-0.01,0,15,40,12,1
2022,golfclub münchen eichenried,3,2,3,227,3,0,0,8,52,8,0
2022,golfclub münchen eichenried,3,3,4,482,4.09,0.09,0,11,40,17,0
2022,golfclub münchen eichenried,3,4,4,397,3.79,-0.21,0,22,39,6,1
2022,golfclub münchen eichenried,3,5,4,331,3.82,-0.18,0,17,46,5,0
2022,golfclub münchen eichenried,3,6,5,546,4.5,-0.5,3,30,33,2,0
2022,golfclub münchen eichenried,3,7,4,441,3.91,-0.09,0,13,48,7,0
2022,golfclub münchen eichenried,3,8,3,202,2.97,-0.03,0,12,47,8,1
2022,golfclub münchen eichenried,3,9,5,557,4.57,-0.43,1,33,29,4,1
2022,golfclub münchen eichenried,3,10,4,472,4.19,0.19,0,7,43,16,2
2022,golfclub münchen eichenried,3,11,5,555,4.63,-0.37,4,29,26,6,3
2022,golfclub münchen eichenried,3,12,3,153,3.1,0.1,0,11,47,3,7
2022,golfclub münchen eichenried,3,13,4,424,3.99,-0.01,0,12,46,9,1
2022,golfclub münchen eichenried,3,14,4,490,4.21,0.21,0,2,50,16,0
2022,golfclub münchen eichenried,3,15,4,464,3.76,-0.24,0,22,40,6,0
2022,golfclub münchen eichenried,3,16,4,319,3.74,-0.26,1,35,18,10,4
2022,golfclub münchen eichenried,3,17,3,205,3.01,0.01,0,11,45,12,0
2022,golfclub münchen eichenried,3,18,5,568,4.29,-0.71,7,37,21,3,0
2022,golfclub münchen eichenried,4,1,4,451,3.94,-0.06,1,11,48,7,1
2022,golfclub münchen eichenried,4,2,3,227,3.09,0.09,0,6,50,12,0
2022,golfclub münchen eichenried,4,3,4,482,4.12,0.12,0,7,47,13,1
2022,golfclub münchen eichenried,4,4,4,397,4.01,0.01,0,3,61,4,0
2022,golfclub münchen eichenried,4,5,4,331,3.59,-0.41,1,31,31,5,0
2022,golfclub münchen eichenried,4,6,5,546,4.56,-0.44,3,29,31,5,0
2022,golfclub münchen eichenried,4,7,4,441,4.15,0.15,0,5,48,15,0
2022,golfclub münchen eichenried,4,8,3,202,3.18,0.18,0,5,47,15,1
2022,golfclub münchen eichenried,4,9,5,557,4.6,-0.4,1,31,30,6,0
2022,golfclub münchen eichenried,4,10,4,472,4.29,0.29,0,4,44,17,3
2022,golfclub münchen eichenried,4,11,5,555,4.5,-0.5,1,43,17,3,4
2022,golfclub münchen eichenried,4,12,3,153,3.01,0.01,0,15,40,10,3
2022,golfclub münchen eichenried,4,13,4,424,4,0,0,9,51,7,1
2022,golfclub münchen eichenried,4,14,4,490,4.18,0.18,0,5,48,13,2
2022,golfclub münchen eichenried,4,15,4,464,3.93,-0.07,0,8,57,3,0
2022,golfclub münchen eichenried,4,16,4,319,3.74,-0.26,1,26,33,6,2
2022,golfclub münchen eichenried,4,17,3,205,3.01,0.01,0,12,43,13,0
2022,golfclub münchen eichenried,4,18,5,568,4.71,-0.29,1,26,34,6,1
