tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2021,golfclub münchen eichenried,1,1,4,451,4.06,0.06,0,23,108,19,6
2021,golfclub münchen eichenried,1,2,3,227,3.1,0.1,0,18,106,31,1
2021,golfclub münchen eichenried,1,3,4,482,4.03,0.03,0,27,99,28,2
2021,golfclub münchen eichenried,1,4,4,397,3.83,-0.17,2,48,82,22,2
2021,golfclub münchen eichenried,1,5,4,331,3.7199999999999998,-0.28,1,49,100,5,1
2021,golfclub münchen eichenried,1,6,5,546,4.63,-0.37,5,68,65,16,2
2021,golfclub münchen eichenried,1,7,4,441,4.1,0.1,1,12,114,29,0
2021,golfclub münchen eichenried,1,8,3,202,3.12,0.12,0,15,109,30,2
2021,golfclub münchen eichenried,1,9,5,557,4.72,-0.28,3,51,91,10,1
2021,golfclub münchen eichenried,1,10,4,472,4.26,0.26,0,12,96,44,4
2021,golfclub münchen eichenried,1,11,5,555,4.78,-0.22,4,58,70,18,6
2021,golfclub münchen eichenried,1,12,3,153,2.96,-0.04,0,20,122,14,0
2021,golfclub münchen eichenried,1,13,4,424,3.96,-0.04,0,24,116,15,1
2021,golfclub münchen eichenried,1,14,4,490,4.23,0.23,0,16,94,41,5
2021,golfclub münchen eichenried,1,15,4,464,4.06,0.06,0,20,108,26,2
2021,golfclub münchen eichenried,1,16,4,319,4.02,0.02,0,43,86,14,13
2021,golfclub münchen eichenried,1,17,3,205,3.15,0.15,0,12,109,35,0
2021,golfclub münchen eichenried,1,18,5,568,4.5,-0.5,6,87,45,16,2
2021,golfclub münchen eichenried,2,1,4,451,4.03,0.03,0,22,106,25,1
2021,golfclub münchen eichenried,2,2,3,227,3.06,0.06,0,14,117,23,0
2021,golfclub münchen eichenried,2,3,4,482,4.25,0.25,0,12,95,44,3
2021,golfclub münchen eichenried,2,4,4,397,3.77,-0.23,6,53,72,17,5
2021,golfclub münchen eichenried,2,5,4,331,3.82,-0.18,0,37,108,6,2
2021,golfclub münchen eichenried,2,6,5,546,4.72,-0.28,2,57,81,9,4
2021,golfclub münchen eichenried,2,7,4,441,4.04,0.04,0,18,113,20,2
2021,golfclub münchen eichenried,2,8,3,202,3.24,0.24,0,10,99,41,3
2021,golfclub münchen eichenried,2,9,5,557,4.68,-0.32,3,58,80,10,2
2021,golfclub münchen eichenried,2,10,4,472,4.29,0.29,0,9,96,44,5
2021,golfclub münchen eichenried,2,11,5,555,4.59,-0.41,5,69,65,14,1
2021,golfclub münchen eichenried,2,12,3,153,3.07,0.07,0,13,118,22,1
2021,golfclub münchen eichenried,2,13,4,424,3.9,-0.1,0,28,114,11,1
2021,golfclub münchen eichenried,2,14,4,490,4.4,0.4,0,7,88,50,9
2021,golfclub münchen eichenried,2,15,4,464,3.9,-0.1,0,29,112,13,0
2021,golfclub münchen eichenried,2,16,4,319,4.4,0.4,0,26,83,13,32
2021,golfclub münchen eichenried,2,17,3,205,3.22,0.22,0,11,101,39,3
2021,golfclub münchen eichenried,2,18,5,568,4.82,-0.18,4,58,66,19,7
2021,golfclub münchen eichenried,3,1,4,451,4.12,0.12,0,7,54,16,0
2021,golfclub münchen eichenried,3,2,3,227,3.1,0.1,0,2,65,10,0
2021,golfclub münchen eichenried,3,3,4,482,4.19,0.19,0,7,51,16,3
2021,golfclub münchen eichenried,3,4,4,397,3.77,-0.23,2,21,48,5,1
2021,golfclub münchen eichenried,3,5,4,331,3.74,-0.26,0,29,39,9,0
2021,golfclub münchen eichenried,3,6,5,546,4.69,-0.31,1,33,34,8,1
2021,golfclub münchen eichenried,3,7,4,441,3.99,-0.01,0,14,50,13,0
2021,golfclub münchen eichenried,3,8,3,202,3.19,0.19,0,4,55,17,1
2021,golfclub münchen eichenried,3,9,5,557,4.62,-0.38,2,29,43,2,1
2021,golfclub münchen eichenried,3,10,4,472,4.19,0.19,0,4,56,15,2
2021,golfclub münchen eichenried,3,11,5,555,4.56,-0.44,2,38,29,8,0
2021,golfclub münchen eichenried,3,12,3,153,2.86,-0.14,0,12,64,1,0
2021,golfclub münchen eichenried,3,13,4,424,4.13,0.13,0,13,46,14,4
2021,golfclub münchen eichenried,3,14,4,490,4.13,0.13,0,8,52,16,1
2021,golfclub münchen eichenried,3,15,4,464,4.17,0.17,0,6,56,11,4
2021,golfclub münchen eichenried,3,16,4,319,3.5300000000000002,-0.47,1,41,28,6,1
2021,golfclub münchen eichenried,3,17,3,205,3.18,0.18,0,8,48,20,1
2021,golfclub münchen eichenried,3,18,5,568,4.56,-0.44,2,33,39,3,0
2021,golfclub münchen eichenried,4,1,4,451,4.12,0.12,0,9,53,12,3
2021,golfclub münchen eichenried,4,2,3,227,2.97,-0.03,0,14,51,12,0
2021,golfclub münchen eichenried,4,3,4,482,4.21,0.21,0,6,50,20,1
