tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2024,Detroit Golf Club,1,1,4,392,3.88,-0.12,2,31,108,14,1
2024,Detroit Golf Club,1,2,4,448,3.88,-0.12,0,37,102,16,1
2024,Detroit Golf Club,1,3,4,402,3.87,-0.13,0,29,118,9,0
2024,Detroit Golf Club,1,4,5,626,4.83,-0.17,0,44,95,17,0
2024,Detroit Golf Club,1,5,3,175,3.07,0.07,0,20,109,23,4
2024,Detroit Golf Club,1,6,4,472,4.31,0.31,0,7,96,50,3
2024,Detroit Golf Club,1,7,5,546,4.56,-0.44,4,73,68,9,2
2024,Detroit Golf Club,1,8,4,374,3.96,-0.04,0,27,110,18,1
2024,Detroit Golf Club,1,9,3,201,3.13,0.13,0,13,112,29,2
2024,Detroit Golf Club,1,10,4,424,3.98,-0.02,0,24,113,18,1
2024,Detroit Golf Club,1,11,3,217,3.14,0.14,1,16,99,40,0
2024,Detroit Golf Club,1,12,4,498,4.18,0.18,0,19,93,41,3
2024,Detroit Golf Club,1,13,4,399,3.98,-0.02,0,28,105,21,2
2024,Detroit Golf Club,1,14,5,570,4.58,-0.42,5,67,75,6,3
2024,Detroit Golf Club,1,15,3,144,2.84,-0.16,0,39,104,12,1
2024,Detroit Golf Club,1,16,4,458,4.01,0.01,0,25,105,25,1
2024,Detroit Golf Club,1,17,5,577,4.56,-0.44,2,70,78,6,0
2024,Detroit Golf Club,1,18,4,445,4.11,0.11,0,18,107,27,4
2024,Detroit Golf Club,2,1,4,398,3.88,-0.12,0,37,99,17,1
2024,Detroit Golf Club,2,2,4,445,4.03,0.03,0,23,111,15,5
2024,Detroit Golf Club,2,3,4,387,3.69,-0.31,0,56,90,8,0
2024,Detroit Golf Club,2,4,5,626,4.67,-0.33,2,58,83,11,0
2024,Detroit Golf Club,2,5,3,149,2.84,-0.16,1,36,104,12,1
2024,Detroit Golf Club,2,6,4,482,4.27,0.27,0,8,100,43,3
2024,Detroit Golf Club,2,7,5,559,4.42,-0.58,9,78,62,4,1
2024,Detroit Golf Club,2,8,4,369,4.01,0.01,0,27,101,24,2
2024,Detroit Golf Club,2,9,3,214,3.12,0.12,0,20,99,31,4
2024,Detroit Golf Club,2,10,4,427,3.94,-0.06,0,32,99,23,0
2024,Detroit Golf Club,2,11,3,219,3.16,0.16,0,15,100,38,1
2024,Detroit Golf Club,2,12,4,499,4.25,0.25,0,4,111,35,4
