tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2022,The Renaissance Club,3,17,3,201,3.19,0.19,0,8,44,18,2
2022,The Renaissance Club,3,18,4,466,4.53,0.53,0,1,36,31,4
2022,The Renaissance Club,4,1,4,467,3.97,-0.03,0,15,44,13,0
2022,The Renaissance Club,4,2,4,492,4.19,0.19,0,7,44,21,0
2022,The Renaissance Club,4,3,5,611,4.68,-0.32,2,26,37,7,0
2022,The Renaissance Club,4,4,4,426,4.15,0.15,0,7,49,14,2
2022,The Renaissance Club,4,5,4,345,3.6,-0.4,1,30,38,3,0
2022,The Renaissance Club,4,6,3,128,3.12,0.12,0,11,44,14,3
2022,The Renaissance Club,4,7,4,511,3.97,-0.03,0,11,52,9,0
2022,The Renaissance Club,4,8,4,434,4.14,0.14,0,4,54,14,0
2022,The Renaissance Club,4,9,3,228,3.36,0.36,0,2,44,24,2
2022,The Renaissance Club,4,10,5,594,4.9,-0.1,0,17,45,10,0
2022,The Renaissance Club,4,11,4,460,4.11,0.11,0,8,49,14,1
2022,The Renaissance Club,4,12,3,190,3.06,0.06,0,5,60,5,2
2022,The Renaissance Club,4,13,4,415,3.89,-0.11,0,16,49,6,1
2022,The Renaissance Club,4,14,3,157,2.94,-0.06,0,16,45,10,1
2022,The Renaissance Club,4,15,4,487,4.12,0.12,0,11,43,16,2
2022,The Renaissance Club,4,16,5,547,4.72,-0.28,1,26,38,6,1
2022,The Renaissance Club,4,17,3,206,3,0,0,11,50,11,0
2022,The Renaissance Club,4,18,4,482,4.5600000000000005,0.56,0,0,35,34,3
