tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2022,The Renaissance Club,1,1,4,456,4.16,0.16,0,14,111,31,4
2022,The Renaissance Club,1,2,4,489,4.4,0.4,0,7,87,61,5
2022,The Renaissance Club,1,3,5,604,4.64,-0.36,3,60,89,7,1
2022,The Renaissance Club,1,4,4,414,4.2,0.2,0,17,101,37,5
2022,The Renaissance Club,1,5,4,327,3.78,-0.22,1,48,96,15,0
2022,The Renaissance Club,1,6,3,141,3.21,0.21,0,10,108,40,2
2022,The Renaissance Club,1,7,4,501,4.09,0.09,0,19,108,33,0
2022,The Renaissance Club,1,8,4,462,4.44,0.44,0,8,85,58,9
2022,The Renaissance Club,1,9,3,221,3.3,0.3,0,8,100,50,2
2022,The Renaissance Club,1,10,5,591,4.85,-0.15,0,45,95,19,1
2022,The Renaissance Club,1,11,4,474,4.15,0.15,0,22,97,36,5
2022,The Renaissance Club,1,12,3,198,2.98,-0.02,0,21,122,17,0
2022,The Renaissance Club,1,13,4,411,3.79,-0.21,2,43,102,12,1
2022,The Renaissance Club,1,14,3,147,3.17,0.17,0,17,104,35,4
2022,The Renaissance Club,1,15,4,477,3.93,-0.07,0,37,99,22,2
2022,The Renaissance Club,1,16,5,580,5.1,0.1,0,26,96,35,3
2022,The Renaissance Club,1,17,3,196,3.17,0.17,0,8,117,35,0
2022,The Renaissance Club,1,18,4,473,4.63,0.63,0,2,72,69,17
2022,The Renaissance Club,2,1,4,451,4.13,0.13,1,21,98,35,4
2022,The Renaissance Club,2,2,4,445,4.42,0.42,1,11,78,60,9
2022,The Renaissance Club,2,3,5,582,4.57,-0.43,1,75,74,9,0
2022,The Renaissance Club,2,4,4,420,4.21,0.21,0,17,96,42,4
2022,The Renaissance Club,2,5,4,331,4.03,0.03,1,20,113,24,1
2022,The Renaissance Club,2,6,3,111,3.25,0.25,0,15,99,37,8
2022,The Renaissance Club,2,7,4,524,4.14,0.14,0,15,109,32,3
2022,The Renaissance Club,2,8,4,422,4.48,0.48,0,3,84,65,7
2022,The Renaissance Club,2,9,3,177,3.25,0.25,0,14,93,51,1
2022,The Renaissance Club,2,10,5,599,4.84,-0.16,3,50,77,28,1
2022,The Renaissance Club,2,11,4,456,4.11,0.11,0,14,117,25,3
2022,The Renaissance Club,2,12,3,200,3.11,0.11,0,17,108,34,0
2022,The Renaissance Club,2,13,4,401,3.97,-0.03,0,27,111,19,2
2022,The Renaissance Club,2,14,3,171,3.17,0.17,0,10,112,37,0
2022,The Renaissance Club,2,15,4,483,4.04,0.04,0,25,108,22,4
2022,The Renaissance Club,2,16,5,531,4.89,-0.11,0,46,88,21,4
2022,The Renaissance Club,2,17,3,193,3.31,0.31,1,11,88,56,3
2022,The Renaissance Club,2,18,4,453,4.67,0.67,0,3,62,78,16
2022,The Renaissance Club,3,1,4,471,3.99,-0.01,0,15,44,12,1
2022,The Renaissance Club,3,2,4,475,4.39,0.39,0,1,45,23,3
2022,The Renaissance Club,3,3,5,591,4.54,-0.46,4,28,37,3,0
2022,The Renaissance Club,3,4,4,408,4.1,0.1,0,8,49,15,0
2022,The Renaissance Club,3,5,4,316,3.9,-0.1,0,15,49,8,0
2022,The Renaissance Club,3,6,3,147,3.21,0.21,0,6,46,19,1
2022,The Renaissance Club,3,7,4,513,4.07,0.07,0,5,57,10,0
2022,The Renaissance Club,3,8,4,450,4.35,0.35,0,4,42,24,2
2022,The Renaissance Club,3,9,3,185,3.26,0.26,0,3,49,18,2
2022,The Renaissance Club,3,10,5,587,4.78,-0.22,2,20,43,6,1
2022,The Renaissance Club,3,11,4,480,4.06,0.06,0,11,46,15,0
2022,The Renaissance Club,3,12,3,193,2.89,-0.11,0,12,56,4,0
2022,The Renaissance Club,3,13,4,423,3.75,-0.25,0,21,48,3,0
2022,The Renaissance Club,3,14,3,161,3.03,0.03,0,10,51,10,1
2022,The Renaissance Club,3,15,4,491,4,0,1,10,49,12,0
2022,The Renaissance Club,3,16,5,537,4.6,-0.4,2,29,37,4,0
