PLAYER NAME,BASELINE STROKES,ADJUSTED STROKES
"Aberg, Ludvig",72.61,72.581
"An, Byeong Hun",73.28,73.417
"Berger, Daniel",72.13,72.129
"Bezuidenhout, Christiaan",72.86,72.687
"Bhatia, Akshay",72.75,72.667
"Bradley, Keegan",72.37,72.355
"Bridgeman, Jacob",73.28,73.316
"Burns, Sam",72.82,72.832
"Campbell, Brian",73.49,73.586
"Cantlay, Patrick",72.03,72.22
"Cauley, Bud",72.72,72.635
"Clark, Wyndham",73.18,73.229
"Cole, Eric",72.99,72.975
"Conners, Corey",71.95,71.969
"Davis, Cam",73.63,73.843
"Detry, Thomas",73.46,73.342
"Dunlap, Nick",75.43,75.844
"Eckroat, Austin",73.15,73.0
"English, Harris",72.57,72.77
"Finau, Tony",72.57,72.697
"Fitzpatrick, Matt",72.84,72.982
"Fleetwood, Tommy",71.8,72.098
"Fowler, Rickie",73.03,72.981
"Fox, Ryan",73.36,73.478
"Gerard, Ryan",72.94,73.091
"Glover, Lucas",72.91,72.925
"Greyserman, Max",73.24,73.083
"Griffin, Ben",72.42,72.22
"Hadwin, Adam",73.94,73.844
"Harman, Brian",72.92,72.474
"Henley, Russell",72.39,72.405
"Higgs, Harry",74.24,74.204
"Highsmith, Joe",73.53,73.669
"Hoge, Tom",73.35,73.495
"Homa, Max",73.47,73.784
"Hovland, Viktor",72.5,72.361
"Hughes, Mackenzie",72.93,73.178
"Im, Sungjae",72.65,72.676
"Jaeger, Stephan",73.36,73.377
"Kim, Michael",72.76,72.787
"Kim, Si Woo",72.17,72.027
"Kirk, Chris",73.26,73.115
"Kuchar, Matt",73.12,73.0
"Lee, Min Woo",73.08,73.308
"Lowry, Shane",72.17,72.182
"MacIntyre, Robert",72.49,72.715
"Matsuyama, Hideki",72.23,72.109
"McCarthy, Denny",72.47,72.332
"McNealy, Maverick",72.69,72.529
"Morikawa, Collin",71.73,72.018
"Noren, Alex",72.67,72.477
"Novak, Andrew",72.58,72.663
"Pavon, Matthieu",74.05,73.636
"Pendrith, Taylor",72.85,72.799
"Poston, J.T.",72.42,72.46
"Rai, Aaron",72.2,72.067
"Rose, Justin",73.38,73.826
"Schauffele, Xander",72.04,71.905
"Scheffler, Scottie",70.29,69.109
"Schmid, Matti",73.34,73.291
"Scott, Adam",72.95,72.766
"Snedeker, Brandt",74.4,74.436
"Spaun, J.J.",72.33,72.29
"Spieth, Jordan",72.36,72.355
"Stevens, Sam",73.07,72.919
"Straka, Sepp",72.25,72.374
"Taylor, Nick",73.16,73.219
"Theegala, Sahith",73.49,73.527
"Thomas, Justin",71.99,72.53
"Thompson, Davis",72.78,72.831
"Vegas, Jhonattan",73.53,73.579
"Young, Cameron",73.57,73.581
