tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2023,golfclub münchen eichenried,1,1,4,451,4.24,0.24,0,9,108,32,6
2023,golfclub münchen eichenried,1,2,3,227,3.32,0.32,0,7,100,39,9
2023,golfclub münchen eichenried,1,3,4,482,4.06,0.06,0,24,100,29,2
2023,golfclub münchen eichenried,1,4,4,397,4.19,0.19,1,18,102,23,11
2023,golfclub münchen eichenried,1,5,4,331,3.61,-0.39,1,71,70,13,0
2023,golfclub münchen eichenried,1,6,5,546,4.63,-0.37,4,65,75,9,2
2023,golfclub münchen eichenried,1,7,4,441,4.22,0.22,0,8,109,34,4
2023,golfclub münchen eichenried,1,8,3,202,3.12,0.12,0,17,103,35,0
2023,golfclub münchen eichenried,1,9,5,557,4.7,-0.3,5,54,82,10,4
2023,golfclub münchen eichenried,1,10,4,472,4.07,0.07,0,22,103,27,3
2023,golfclub münchen eichenried,1,11,5,555,4.74,-0.26,4,62,63,23,3
2023,golfclub münchen eichenried,1,12,3,153,2.92,-0.08,1,25,116,11,2
2023,golfclub münchen eichenried,1,13,4,424,4.19,0.19,0,16,99,35,5
2023,golfclub münchen eichenried,1,14,4,490,4.15,0.15,0,13,109,30,3
2023,golfclub münchen eichenried,1,15,4,464,4.18,0.18,1,12,103,36,3
2023,golfclub münchen eichenried,1,16,4,319,3.95,-0.05,1,44,81,19,10
2023,golfclub münchen eichenried,1,17,3,205,2.97,-0.03,0,35,93,23,4
2023,golfclub münchen eichenried,1,18,5,568,4.82,-0.18,4,49,75,25,2
2023,golfclub münchen eichenried,2,1,4,451,4,0,0,24,107,22,1
2023,golfclub münchen eichenried,2,2,3,227,3.25,0.25,0,5,107,41,1
2023,golfclub münchen eichenried,2,3,4,482,4.32,0.32,0,11,88,52,3
2023,golfclub münchen eichenried,2,4,4,397,4.18,0.18,0,17,103,25,9
2023,golfclub münchen eichenried,2,5,4,331,3.91,-0.09,2,36,96,16,4
2023,golfclub münchen eichenried,2,6,5,546,4.84,-0.16,3,46,84,17,4
2023,golfclub münchen eichenried,2,7,4,441,4.14,0.14,0,12,113,24,5
2023,golfclub münchen eichenried,2,8,3,202,3.2,0.2,1,11,100,40,2
2023,golfclub münchen eichenried,2,9,5,557,4.9,-0.1,2,43,84,20,5
2023,golfclub münchen eichenried,2,10,4,472,4.35,0.35,0,12,86,47,9
2023,golfclub münchen eichenried,2,11,5,555,4.8,-0.2,3,54,72,21,4
2023,golfclub münchen eichenried,2,12,3,153,3.04,0.04,0,26,102,22,4
2023,golfclub münchen eichenried,2,13,4,424,3.95,-0.05,2,31,94,25,1
2023,golfclub münchen eichenried,2,14,4,490,4.2,0.2,0,16,97,34,6
2023,golfclub münchen eichenried,2,15,4,464,4.08,0.08,1,25,91,33,3
2023,golfclub münchen eichenried,2,16,4,319,4.46,0.46,0,18,82,33,20
2023,golfclub münchen eichenried,2,17,3,205,3.27,0.27,0,4,107,38,4
2023,golfclub münchen eichenried,2,18,5,568,4.57,-0.43,5,67,71,9,1
2023,golfclub münchen eichenried,3,1,4,451,4.34,0.34,0,3,47,24,2
2023,golfclub münchen eichenried,3,2,3,227,3.04,0.04,1,10,50,15,0
2023,golfclub münchen eichenried,3,3,4,482,4.24,0.24,0,7,46,21,2
2023,golfclub münchen eichenried,3,4,4,397,3.89,-0.11,0,19,49,5,3
2023,golfclub münchen eichenried,3,5,4,331,3.76,-0.24,1,20,51,4,0
2023,golfclub münchen eichenried,3,6,5,546,4.74,-0.26,0,33,32,9,2
2023,golfclub münchen eichenried,3,7,4,441,3.92,-0.08,0,15,52,9,0
2023,golfclub münchen eichenried,3,8,3,202,3.16,0.16,0,4,56,16,0
2023,golfclub münchen eichenried,3,9,5,557,4.57,-0.43,2,34,36,3,1
2023,golfclub münchen eichenried,3,10,4,472,4.2,0.2,0,4,56,14,2
2023,golfclub münchen eichenried,3,11,5,555,4.95,-0.05,3,32,21,13,7
2023,golfclub münchen eichenried,3,12,3,153,2.82,-0.18,0,17,56,3,0
2023,golfclub münchen eichenried,3,13,4,424,4,0,0,13,52,9,2
2023,golfclub münchen eichenried,3,14,4,490,4.16,0.16,0,7,51,17,1
2023,golfclub münchen eichenried,3,15,4,464,3.8,-0.2,0,20,51,5,0
2023,golfclub münchen eichenried,3,16,4,319,3.79,-0.21,2,26,35,12,1
2023,golfclub münchen eichenried,3,17,3,205,3.12,0.12,0,7,54,14,1
2023,golfclub münchen eichenried,3,18,5,568,4.84,-0.16,0,29,37,5,5
2023,golfclub münchen eichenried,4,1,4,451,4.24,0.24,0,8,46,19,3
2023,golfclub münchen eichenried,4,2,3,227,3.2,0.2,0,2,58,15,1
2023,golfclub münchen eichenried,4,3,4,482,4.34,0.34,0,3,47,23,3
2023,golfclub münchen eichenried,4,4,4,397,4.2,0.2,0,7,53,10,6
2023,golfclub münchen eichenried,4,5,4,331,3.67,-0.33,1,36,28,9,2
2023,golfclub münchen eichenried,4,6,5,546,4.7,-0.3,1,36,27,10,2
2023,golfclub münchen eichenried,4,7,4,441,4.2,0.2,0,6,49,21,0
