tournament_year,course_name,round_num,hole_num,hole_par,hole_yardage,scoring_avg,rel_scoring_avg,eagles_or_better,birdies,pars,bogeys,doubles_or_worse
2023,TPC River Highlands,1,1,4,444,3.92,-0.08,0,28,111,16,0
2023,TPC River Highlands,1,2,4,339,3.88,-0.12,0,34,105,16,0
2023,TPC River Highlands,1,3,4,412,3.81,-0.19,0,44,97,13,1
2023,TPC River Highlands,1,4,4,488,4.3,0.3,0,11,90,51,3
2023,TPC River Highlands,1,5,3,218,3.17,0.17,0,10,109,36,0
2023,TPC River Highlands,1,6,5,581,4.47,-0.53,7,79,61,6,2
2023,TPC River Highlands,1,7,4,431,3.93,-0.07,0,39,92,21,3
2023,TPC River Highlands,1,8,3,214,3.08,0.08,1,23,97,30,4
2023,TPC River Highlands,1,9,4,403,3.94,-0.06,0,23,118,14,0
2023,TPC River Highlands,1,10,4,449,4.1,0.1,0,24,95,32,4
2023,TPC River Highlands,1,11,3,161,3.01,0.01,0,29,101,20,5
2023,TPC River Highlands,1,12,4,420,4.05,0.05,0,25,101,26,3
2023,TPC River Highlands,1,13,5,536,4.61,-0.39,10,64,61,18,2
2023,TPC River Highlands,1,14,4,408,3.88,-0.12,0,44,87,23,1
2023,TPC River Highlands,1,15,4,301,3.9,-0.1,2,46,75,30,2
2023,TPC River Highlands,1,16,3,160,3.01,0.01,0,29,100,23,3
2023,TPC River Highlands,1,17,4,400,4.15,0.15,0,28,88,28,11
2023,TPC River Highlands,1,18,4,440,4.06,0.06,0,23,103,26,3
2023,TPC River Highlands,2,1,4,418,3.75,-0.25,0,46,100,7,0
2023,TPC River Highlands,2,2,4,349,3.81,-0.19,0,42,98,13,0
2023,TPC River Highlands,2,3,4,430,3.94,-0.06,1,23,116,10,3
2023,TPC River Highlands,2,4,4,472,4.01,0.01,0,24,104,24,1
2023,TPC River Highlands,2,5,3,225,3.03,0.03,0,17,115,21,0
2023,TPC River Highlands,2,6,5,597,4.66,-0.34,3,60,77,12,1
2023,TPC River Highlands,2,7,4,451,4.09,0.09,0,22,102,24,5
2023,TPC River Highlands,2,8,3,177,2.88,-0.12,0,36,102,13,2
2023,TPC River Highlands,2,9,4,392,4.05,0.05,0,21,105,26,1
2023,TPC River Highlands,2,10,4,472,4.05,0.05,0,21,106,25,1
2023,TPC River Highlands,2,11,3,163,2.74,-0.26,0,50,94,8,1
