PLAYER NAME,BASELINE STROKES,ADJUSTED STROKES
"Aberg, Ludvig",72.581,72.46
"An, Byeong Hun",73.417,73.236
"Berger, Daniel",72.129,72.056
"Bezuidenhout, Christiaan",72.687,72.811
"Bhatia, Akshay",72.667,72.774
"Bradley, Keegan",72.355,72.074
"Bridgeman, Jacob",73.316,73.304
"Burns, Sam",72.832,72.666
"Campbell, Brian",73.586,73.586
"Cantlay, Patrick",72.22,71.989
"Cauley, Bud",72.635,72.684
"Clark, Wyndham",73.229,73.11
"Cole, Eric",72.975,72.774
"Conners, Corey",71.969,72.153
"Davis, Cam",73.843,73.688
"Detry, Thomas",73.342,73.416
"Dunlap, Nick",75.844,75.844
"Eckroat, Austin",73.0,73.211
"English, Harris",72.77,72.678
"Finau, Tony",72.697,72.569
"Fitzpatrick, Matt",72.982,72.897
"Fleetwood, Tommy",72.098,71.907
"Fowler, Rickie",72.981,72.98
"Fox, Ryan",73.478,73.399
"Gerard, Ryan",73.091,73.085
"Glover, Lucas",72.925,72.946
"Greyserman, Max",73.083,73.149
"Griffin, Ben",72.22,72.369
"Hadwin, Adam",73.844,73.844
"Harman, Brian",72.474,72.734
"Henley, Russell",72.405,72.418
"Higgs, Harry",74.204,74.204
"Highsmith, Joe",73.669,73.669
"Hoge, Tom",73.495,73.426
"Homa, Max",73.784,73.639
"Hovland, Viktor",72.361,72.357
"Hughes, Mackenzie",73.178,73.054
"Im, Sungjae",72.676,72.695
"Jaeger, Stephan",73.377,73.281
"Kim, Michael",72.787,72.761
"Kim, Si Woo",72.027,72.192
"Kirk, Chris",73.115,73.228
"Kuchar, Matt",73.0,73.1
"Lee, Min Woo",73.308,73.261
"Lowry, Shane",72.182,72.149
"MacIntyre, Robert",72.715,72.598
"Matsuyama, Hideki",72.109,72.161
"McCarthy, Denny",72.332,72.351
"McNealy, Maverick",72.529,72.587
"Morikawa, Collin",72.018,71.88
"Noren, Alex",72.477,72.621
"Novak, Andrew",72.663,72.621
"Pavon, Matthieu",73.636,73.636
"Pendrith, Taylor",72.799,72.885
"Poston, J.T.",72.46,72.445
"Rai, Aaron",72.067,72.275
"Rose, Justin",73.826,73.627
"Schauffele, Xander",71.905,72.034
"Scheffler, Scottie",69.109,69.916
"Schmid, Matti",73.291,73.368
"Scott, Adam",72.766,72.779
"Snedeker, Brandt",74.436,74.436
"Spaun, J.J.",72.29,72.369
"Spieth, Jordan",72.355,72.364
"Stevens, Sam",72.919,72.988
"Straka, Sepp",72.374,72.355
"Taylor, Nick",73.219,73.181
"Theegala, Sahith",73.527,73.454
"Thomas, Justin",72.53,72.093
"Thompson, Davis",72.831,72.936
"Vegas, Jhonattan",73.579,73.426
"Young, Cameron",73.581,73.613
