player_name,sample_size,DG_odds,bet365_odds,bet365_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,betcris_odds,betcris_ev,caesars_odds,caesars_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,betonline_odds,betonline_ev,unibet_odds,unibet_ev,betmgm_odds,betmgm_ev,betfair_odds,betfair_ev,pinnacle_odds,pinnacle_ev
"Smith, Jordan",150,+500,+475,-0.041,+450,-0.083,+450,-0.083,,0.00,+450,-0.083,+450,-0.083,+425,-0.125,+450,-0.083,+500,0.000,+400,-0.166,,0.00,,0.00
"Ferguson, Ewen",150,+611,+600,-0.015,+500,-0.156,+500,-0.156,,0.00,+500,-0.156,+500,-0.156,+425,-0.261,+450,-0.226,+500,-0.156,+450,-0.226,,0.00,,0.00
"Laporta, Francesco",150,+688,+600,-0.111,+650,-0.048,+650,-0.048,,0.00,+650,-0.048,+600,-0.111,+500,-0.238,+550,-0.175,+600,-0.111,+550,-0.175,,0.00,,0.00
"Schaper, Jayden",150,+708,+600,-0.134,+650,-0.072,+650,-0.072,,0.00,+550,-0.195,+600,-0.134,+500,-0.257,+550,-0.195,+600,-0.134,+550,-0.195,,0.00,,0.00
"Reitan, Kristoffer",150,+829,+650,-0.193,+700,-0.139,+700,-0.139,,0.00,+600,-0.247,+650,-0.193,+600,-0.247,+650,-0.193,+600,-0.247,+550,-0.301,,0.00,,0.00
"Nakajima, Keita",150,+788,+750,-0.042,+600,-0.211,+600,-0.211,,0.00,+600,-0.211,+700,-0.099,+600,-0.211,+600,-0.211,+750,-0.042,+650,-0.155,,0.00,,0.00
"Penge, Marco",150,+848,+600,-0.261,+650,-0.209,+650,-0.209,,0.00,+650,-0.209,+600,-0.261,+500,-0.367,+700,-0.156,+600,-0.261,+550,-0.314,,0.00,,0.00
"Chacarra, Eugenio",150,+806,+650,-0.172,+650,-0.172,+650,-0.172,,0.00,+650,-0.172,+700,-0.117,+600,-0.228,+650,-0.172,+750,-0.062,+600,-0.228,,0.00,,0.00
"Parry, John",150,+898,+750,-0.148,+850,-0.048,+850,-0.048,,0.00,+850,-0.048,+800,-0.098,+800,-0.098,+800,-0.098,+750,-0.148,+700,-0.198,,0.00,,0.00
"Couvra, Martin",150,+1034,+600,-0.383,+850,-0.162,+850,-0.162,,0.00,+800,-0.206,+800,-0.206,+600,-0.383,+700,-0.295,+700,-0.295,+550,-0.427,,0.00,,0.00
"Ayora, Angel",150,+1041,+750,-0.255,+900,-0.124,+900,-0.124,,0.00,+900,-0.124,+900,-0.124,+800,-0.211,+800,-0.211,+900,-0.124,+750,-0.255,,0.00,,0.00
"Lindell, Oliver",150,+1115,+1100,-0.012,+1100,-0.012,+1100,-0.012,,0.00,+850,-0.218,+1000,-0.095,+1000,-0.095,+1100,-0.012,+900,-0.177,+900,-0.177,,0.00,,0.00
"Ding, Wenyi",150,+1138,+1100,-0.030,+900,-0.192,+900,-0.192,,0.00,+900,-0.192,+1000,-0.111,+1000,-0.111,+1000,-0.111,+1100,-0.030,+1000,-0.111,,0.00,,0.00
"Lacroix, Frederic",150,+1222,+1100,-0.092,+1000,-0.168,+1000,-0.168,,0.00,+1000,-0.168,+1000,-0.168,+1000,-0.168,+1000,-0.168,+1100,-0.092,+900,-0.243,,0.00,,0.00
"Von Dellingshausen, Nicolai",150,+1219,+1100,-0.090,+1200,-0.015,+1200,-0.015,,0.00,+1200,-0.015,+1000,-0.166,+800,-0.318,+1100,-0.090,+900,-0.242,+800,-0.318,,0.00,,0.00
"Molinari, Edoardo",150,+1319,+1400,0.057,+1200,-0.084,+1200,-0.084,,0.00,+1200,-0.084,+1200,-0.084,+1200,-0.084,+1200,-0.084,+1200,-0.084,+1100,-0.154,,0.00,,0.00
"Crocker, Sean",150,+1306,+1100,-0.147,+1100,-0.147,+1100,-0.147,,0.00,+1100,-0.147,+1100,-0.147,+1000,-0.218,+1000,-0.218,+1100,-0.147,+1000,-0.218,,0.00,,0.00
"Saddier, Adrien",150,+1285,+1400,0.083,+1100,-0.133,+1100,-0.133,,0.00,+1100,-0.133,+1200,-0.061,+1200,-0.061,+1200,-0.061,+1200,-0.061,+1000,-0.206,,0.00,,0.00
"Campillo, Jorge",150,+1404,+1100,-0.202,+1100,-0.202,+1100,-0.202,,0.00,+1100,-0.202,+1000,-0.269,+1000,-0.269,+1100,-0.202,+750,-0.435,+800,-0.402,,0.00,,0.00
"Sullivan, Andy",150,+1402,+1100,-0.201,+1000,-0.268,+1000,-0.268,,0.00,+1000,-0.268,+1000,-0.268,+1000,-0.268,+1000,-0.268,+900,-0.334,+800,-0.401,,0.00,,0.00
"Fitzpatrick, Alex",150,+1431,+1100,-0.216,+1000,-0.282,+1000,-0.282,,0.00,+800,-0.412,+1000,-0.282,+1000,-0.282,+1000,-0.282,+1000,-0.282,+900,-0.347,,0.00,,0.00
"Mansell, Richard",150,+1456,+1100,-0.229,+1000,-0.293,+1000,-0.293,,0.00,+1000,-0.293,+1000,-0.293,+1000,-0.293,+1000,-0.293,+1100,-0.229,+900,-0.357,,0.00,,0.00
"Hillier, Daniel",150,+1500,+1100,-0.250,+1100,-0.250,+1100,-0.250,,0.00,+1100,-0.250,+1100,-0.250,+1000,-0.313,+1000,-0.313,+1100,-0.250,+800,-0.438,,0.00,,0.00
"Zanotti, Fabrizio",150,+1600,+1400,-0.117,+1400,-0.117,+1400,-0.117,,0.00,+1400,-0.117,+1400,-0.117,+1200,-0.235,+1200,-0.235,+1200,-0.235,+1400,-0.117,,0.00,,0.00
"Stone, Brandon",150,+1466,+1100,-0.234,+1000,-0.297,+1000,-0.297,,0.00,+1000,-0.297,+1100,-0.234,+1000,-0.297,+1000,-0.297,+1100,-0.234,+900,-0.361,,0.00,,0.00
"Catlin, John",150,+1596,+1100,-0.292,+1100,-0.292,+1100,-0.292,,0.00,+1100,-0.292,+1100,-0.292,+1200,-0.233,+1000,-0.351,+1100,-0.292,+1100,-0.292,,0.00,,0.00
"Schneider, Marcel",150,+1573,+1400,-0.104,+1100,-0.283,+1100,-0.283,,0.00,+1100,-0.283,+1200,-0.223,+1100,-0.283,+1200,-0.223,+1200,-0.223,+1000,-0.343,,0.00,,0.00
